GeneSymbol	example_TCGA-BH-A18U-11A-23R-A12D-07
STAG3L3	214.4245
GBA	1243.8679
PITPNM1	372.1698
HNRNPD	3793.8679
HAAO	150.4717
STK10	587.2642
FAM168A	458.9623
IFITM3	6080.6604
RAB33B	418.3962
MARCH9	207.0755
PRSS50	31.1321
TJP2	1959.9057
HPCAL1	424.0566
CD300LD	0.0000
FKBP9L	59.4340
MGAM	7.0755
CLEC14A	529.7170
ZNF619	82.0755
PPP2R5D	1110.3774
OSBPL7	216.0377
KIF4B	3.7736
CEP110	638.6792
ADAMTS18	54.2453
ZNF10	405.6604
LOC100130522	15.0943
SEC22B	1413.6792
SNX6	1167.4528
CXorf49B	1.4151
PRAME	100.9434
GALNT1	2597.6415
PTCD2	116.5094
FLJ25328	0.0000
DDX19B	870.0991
C8orf73	53.3019
CNGB3	0.0000
ANP32B	2249.0566
LOC100271722	56.1321
HSPB11	336.7925
TGM6	0.4717
NCRNA00201	1353.0000
GUCY2GP	0.0000
NIP7	621.6981
ATXN10	1858.0189
NLRP10	0.4717
CHUK	561.7925
FEV	0.0000
MYO1C	6341.9811
C17orf69	102.3585
FGF18	0.9434
FBXO46	357.0755
MYO7B	6.1321
LOC100131726	0.9434
RHCE	5.1887
LYPD1	15.1321
PRKCA	557.5472
HINFP	295.7547
C15orf60	0.0000
PIWIL4	68.6934
STAM	539.1509
CTNNA3	2.3585
NR1I2	3.7736
RBP5	72.6415
IKBIP	238.2075
YIF1A	579.2453
CACYBP	891.9811
TRMT11	342.4528
SNAP25	21.6981
NSUN3	116.0377
OR2T2	0.0000
KCNMA1	1419.8113
ERRFI1	2504.7170
ZNF44	324.1934
GLTP	1101.4151
AQP6	5.6604
ZNF573	50.4717
FAM75A6	0.4717
PI4KA	2137.2642
POU2AF1	112.2642
NAPRT1	416.9811
VAMP2	2529.7170
TAS2R19	0.0000
SCN10A	0.0000
ZNF528	359.9057
APLP2	16715.5660
ZDHHC7	1303.7736
DSG3	701.4151
XKR3	1.4151
FBP1	702.8302
GAB3	113.6792
MTF2	502.8302
COL8A1	335.8491
RIPK3	149.5283
SH3BGRL3	1531.6038
BHLHB9	159.4340
FANCC	247.1698
SNORD113-5	0.0000
MSMB	3.3019
AOC3	2489.6226
SYNPO	3024.5283
LOC613037	0.0000
PAK1	1142.4528
VAPA	3800.0000
CXCL2	324.0566
PLCXD3	61.3208
SOCS3	5898.5849
IFNG	2.3585
KIAA1429	1743.3962
NCR1	1.8868
RASSF2	611.7925
TUSC3	966.5094
S100A8	182.5472
CNBD1	0.0000
MC2R	0.0000
NAPEPLD	449.1132
PIK3R5	131.6038
C6orf114	12.7358
MSX1	59.4340
RPS2	10435.3774
MFN1	1135.3774
MIA2	18.8679
KLHL24	1434.9057
SNORD20	0.0000
SLC25A28	605.1887
LAMC2	9393.8679
CIB1	970.7547
SNORA41	0.0000
IL2RB	331.6038
KREMEN1	1018.3962
ANLN	210.8491
MEGF8	1348.5849
GAL3ST3	0.4717
PSG1	1.0566
IL13RA1	3177.8302
PSMB9	337.7358
MAN2A2	1351.8868
IL8	17.4528
CTRB1	0.0000
ZNF37B	712.2642
HIST1H2BN	3.7736
SMEK2	1888.2075
C17orf107	302.3962
ITGA2B	7.5472
CLDN9	3.7736
C9orf170	4.2453
KCNU1	0.0000
PCDHA3	66.9575
MAGEA11	4.7170
LPHN1	1108.4906
ZNF765	216.1462
MED9	410.3774
C1orf228	13.6792
C6orf146	0.0000
ACOX2	241.9811
TNFAIP8L2	48.5849
MAPRE1	3162.2642
PFDN6	299.0566
KDM6B	1381.1321
RAB26	35.3774
BRD7P3	0.0000
OBSL1	1826.4151
TOMM20	7299.5283
REXO1L1	0.0000
GPR15	22.1698
WNK2	1358.2264
AGPAT9	161.3208
SPARCL1	12642.9245
MIOS	678.7736
C10orf11	32.0755
VPS13C	2437.2642
ADAMTS3	99.5283
ZNF227	319.8113
VIPAR	366.0377
PRUNE	933.9623
MTCH1	4137.7358
TSEN54	314.1509
C13orf28	0.0000
C6orf203	186.7925
MS4A15	0.4717
WFDC10B	0.0000
KLHDC8B	741.0377
PLCE1	401.4151
NOC3L	502.8302
SNORD114-31	0.0000
WAC	3404.2453
HPN	402.8302
TSNAX	948.7830
STRA8	0.0000
SNORA5B	0.0000
ITGB1BP2	0.4717
RGL3	105.1887
KRT82	0.0000
CXorf30	0.0000
APBB1IP	334.4340
ODF3L2	2.8302
LOC339240	0.0000
GPR21	1.8868
SSH2	506.6038
CEP120	704.2453
DCLK1	715.5660
TREML2P1	0.0000
LSS	1084.9057
MYBPHL	0.0000
POLR3E	816.9811
IMPA2	380.6604
ST6GALNAC3	132.5472
KIAA2026	1065.5660
MAK	36.7925
NAA11	0.0000
PRG2	37.0236
LIPG	103.7736
MIS12	484.4340
MAMDC2	879.1981
RARB	282.5472
TIMP3	23630.6604
TTTY4C	0.0000
UBQLN2	1318.3962
BRDT	1.8868
CNOT8	1238.6792
CMTM2	3.7736
TIGIT	23.5849
HMGN4	1785.3774
FAM169A	124.0566
IRS1	2634.4340
PPP6C	1907.0755
TTC28	1342.9387
ZNF93	113.2075
RAD51AP1	162.7358
NTF3	20.7547
SNORD44	0.0000
ZNF581	207.0755
TM7SF3	1262.7358
RPL18A	1785.8491
C15orf59	14.6226
PRPF3	941.9811
KBTBD6	698.5849
PRR20C	0.0000
KIAA0467	1443.7453
COPS5	905.6604
PRKACA	2083.0189
OR5AP2	0.0000
RDM1	1.8868
SLC7A9	3.7736
MGLL	3045.7547
MOXD1	92.9245
CABLES1	866.0377
ANAPC2	674.0566
C18orf10	1165.0943
SOS1	1888.2075
ELMOD1	1.4151
KRTAP4-7	0.0000
UBA1	5681.1321
PLGLA	0.0000
IL28B	0.4717
C6orf155	162.7358
ZNF620	45.2830
ZFP90	905.1887
CTPS2	581.1321
ADCY2	143.3962
PIP	24590.0943
KRT33A	1.8868
MOCS3	174.0566
KRT17	32651.4151
SAMD3	15.0943
NRSN2	722.1698
KPNA1	1681.1321
MOGAT3	0.0000
PIWIL1	0.0000
TRIM9	78.7736
NRIP1	2805.1887
PSD4	1286.7925
ANXA1	17874.0566
ATP8B4	98.5849
RRAGD	601.4151
LYRM5	435.8491
RPN2	6660.8443
TM2D3	755.1887
PLA2G2F	0.0000
TMED10	8332.5472
ORC4L	575.0000
ZNF322B	41.0377
DPY19L3	497.1698
DDC	0.9434
PLXNA2	468.3962
TGIF2	837.9811
CDCA3	90.0189
STAG3	24.9009
LOC150527	0.0000
RNF19A	2369.8113
NAGLU	625.9434
HPSE	43.3962
ANXA9	251.8868
MRPL21	294.8113
CDC42BPB	3221.6981
LRRC32	1200.0000
BCKDHB	510.3774
CAP2	475.9434
RBMY2FP	0.0000
ZNF251	478.3019
KRTAP2-4	0.0000
DPP4	584.4340
TXNDC5	4601.3726
COQ3	142.4528
ITPKB	2413.6792
TYROBP	439.1509
ZNF705A	0.0000
CUTA	1505.6604
ZFATAS	0.0000
MTA1	819.8113
CORO2A	463.6792
C16orf79	16.0802
POLR2J3	875.4151
ST8SIA3	0.0000
FRAS1	274.5283
RNF34	521.3679
HIST1H2AG	0.4717
LOC149134	8.0189
OR4X1	0.0000
PODN	2313.2075
MT1M	80.6604
FAM65C	85.8491
MARCH3	89.6226
ZBTB39	298.5849
AP2A1	1214.0991
RTP2	0.0000
KIAA1267	1451.4151
DNAJC1	468.3962
SULT1A1	477.8302
MLKL	170.7547
C11orf36	0.0000
TMEM64	685.8491
ZFP82	119.8113
RAB41	0.0000
ZCCHC4	180.1887
FJX1	164.1509
PGA3	0.9434
CSF2RA	112.7358
MEPE	0.0000
IFI6	683.4906
TMEM116	212.7358
RGSL1	0.0000
PRSS30P	3.7736
LOC389634	4.2453
GXYLT2	109.9057
SIPA1L2	525.4717
KLHDC3	1992.9245
ZNF781	40.0943
BCYRN1	0.0000
NIPAL2	440.5660
TMEM106A	140.0943
SF3A3	1687.7358
C16orf13	315.0943
IPP	349.5283
RAPGEF2	1090.0943
C1orf94	0.0000
SNORD31	0.0000
ZNF211	275.7264
C22orf26	6.1321
GPR146	306.6038
IGSF1	528.3019
ABCG4	0.4717
C11orf24	619.8113
GPR110	47.6415
EWSR1	4234.4340
STK3	696.2264
LCN15	0.0000
LOC285456	0.4717
GMIP	271.6981
NARS2	329.2453
AQP3	1150.9434
CCNL1	2704.7170
EFCAB2	147.1698
UBASH3B	122.1698
ELTD1	1019.3396
ZDHHC8P1	34.9057
ODF3L1	50.4717
OR1L8	2.3585
PTAR1	1800.9434
MT1F	104.7170
DMRT2	39.6226
GJA4	250.4717
ZDHHC13	381.6038
COG1	815.5472
KIAA0754	416.5094
RNF138P1	27.8302
KLF5	1305.1887
DEFA5	0.0000
?	9.4575
LOC90246	13.2075
THPO	11.7925
ZFYVE26	974.5283
ARPC5L	513.6792
PTGS1	413.6792
AMDHD1	5.1887
LZTS1	585.3774
NUP43	679.2453
EIF4E	412.7358
ENAH	3483.9623
CCL3	126.8868
CC2D2A	481.1321
DSC2	2675.0000
FAM161B	254.5802
LOC92973	90.5660
KRTAP13-1	0.0000
LOC643008	15.5660
MAGI3	855.6604
CFB	2697.5094
NT5DC3	725.4717
CBFA2T3	162.7358
WNK1	4612.7358
LGALS7B	1.8868
AGPAT1	1716.0708
FXYD5	1704.7170
DDHD1	300.4717
PSG8	0.3585
LHFPL2	1834.9057
ITGA3	3179.2453
GAS2L1	696.6981
LOC100190938	103.7736
VWA1	1185.3774
SRD5A1	148.1132
EEF1B2	3997.1698
PRKRA	893.3962
CCL11	0.9434
RPL37A	13165.0943
FLJ35776	74.5283
CES7	0.0000
JAM2	364.6226
SLCO5A1	0.9434
WDR35	848.1132
CNTFR	423.5849
RCBTB1	595.7547
PLEKHA9	97.1698
TCERG1L	7.5472
PRKCQ	31.1321
CSAD	631.6038
WFDC3	3.3019
ABCB4	25.4717
PPYR1	14.6226
FGF22	0.4717
CYP1B1	1874.5283
GIT2	1266.0283
FAM100A	313.2075
C1QBP	1157.2689
RFX4	0.4717
DMRT1	2.3585
MAP3K2	746.2264
BSND	1.4151
GP2	245.2830
LPO	5.6604
EYA3	197.6415
SLC35F1	13.2075
FBXO45	416.9811
ADCK1	152.3585
RPL13AP20	29.2453
TOX	120.2830
RBPJ	754.7170
TUBB2B	552.3585
DHX29	1098.1132
ELK1	671.6981
ANKRD31	3.3019
C5orf44	501.3868
PAGE5	0.0000
CAB39	1949.0566
DVL2	710.8491
CCDC144NL	0.0000
GNAI1	583.9623
RPS27A	11356.1321
ARHGEF3	757.5472
VPS37C	693.8679
COL6A1	5951.8868
ZSCAN18	1402.8302
TRIM21	414.1509
CAPS2	71.2264
PDZD2	1458.4906
SAR1B	431.6038
CHRD	230.1887
RPS6KA5	586.7925
AGL	1036.3208
SNX25	375.4717
ZPBP2	0.0000
ZNF219	458.0189
CDH15	1.4151
THEG	10.3774
NXF3	0.9434
SPACA5	0.4717
POM121L9P	28.3019
SAMD9L	848.5849
SPNS1	506.2170
GLUD1	4520.2830
ASNA1	913.6792
CCR3	1.8868
CCDC94	346.2264
UBXN10	454.7170
TSPAN16	0.0000
CECR1	1204.2453
ADPGK	805.8443
PA2G4P4	29.2453
RANBP10	970.7547
LRTM1	0.0000
RNF125	472.1698
FAM181A	1.4151
FGF10	17.9245
DYRK3	795.7547
AKT2	2441.5094
SCGB1D2	9870.2830
CCDC103	151.4151
GJA9	6.6038
SERPINA1	10466.0377
TTLL1	205.1887
LSM3	560.3774
C10orf114	23.5849
OR2Z1	0.0000
LOC115110	71.3679
KCNE1	408.9623
POU6F1	344.3396
SUMO1	1602.8302
BEX5	85.3774
SNAPC2	344.3396
KLHDC7A	262.7358
KRTAP9-8	0.0000
CXCL3	16.9811
ZNF644	1518.8679
HOXC10	239.1509
NCKAP5L	745.7547
NCOR1	3374.0566
RABGAP1L	318.3962
SYN2	82.0755
RNASEH2A	236.7925
DFNB31	416.9811
LOC727924	0.0000
FZD6	1325.0000
ERCC6L	22.6415
FAM151B	16.5094
RINT1	410.9717
EEF1DP3	1.4151
GATA2	123.5849
UFM1	1737.2642
IRF7	191.5094
OR52E2	0.0000
MIA3	2154.2453
IRGQ	680.6604
FKBP11	288.6792
KCTD13	192.9245
ARHGAP20	376.4151
ELF2	847.1698
TMEM88	79.2453
TM4SF20	0.4717
CCDC88C	798.1132
FLJ35220	267.4528
RNF182	73.5849
OR4C6	0.0000
NIT1	514.3679
BET1L	1669.8113
PPP1R3B	2262.7358
TOR3A	878.3019
UBA6	1058.0189
TXNL4B	208.9623
SNORD111	0.0000
KIAA1967	2278.7736
GCKR	2.3585
SERPINA13	0.0000
ATF7IP	1349.0566
LOC100133161	16.5094
FBXW5	968.3962
OR8K1	0.0000
LBH	2065.0943
INTS8	631.6038
BCAR4	0.0000
VSIG1	4.7170
SASS6	146.2264
EPHA5	9.4340
IL10RB	697.9151
LCA5L	67.9245
LILRA3	6.6038
PSG4	47.6415
KRTAP10-8	0.0000
MAPK8IP2	177.3585
ZSWIM4	418.3962
MYNN	633.4906
GSPT2	358.0189
DHX35	270.2830
OPRK1	5.6604
ACTR2	4591.0377
CABIN1	1533.0189
IGFBP7	3241.0377
PCBP1	5530.1887
GRIN1	25.0000
MGC29506	147.1698
RPGR	297.1698
CAMK1D	73.5849
ESR2	11.7925
RELN	675.4717
KHDC1L	0.0000
C1orf105	0.0000
ANKRD27	908.4906
SLC35C1	543.3962
SNORD114-28	0.0000
TPRX1	0.0000
AP2M1	5122.6415
LRP12	445.2830
SNORD114-10	0.0000
TEC	46.2264
ACVR1B	1074.0566
C7orf30	256.1321
SNORD51	0.0000
LOC93622	236.7925
C21orf2	358.4906
C7orf49	418.7311
TBXA2R	27.3585
C1orf223	0.0000
TNFAIP8L1	136.3208
MT1DP	1.8868
SDHAP2	186.7925
HEPACAM	62.7453
CWC25	553.3019
RRN3	1248.5849
ATP5E	2446.6981
CMC1	74.5283
RACGAP1	291.9811
ITGA10	371.6981
VPS37B	1380.6604
GAPDHS	0.9481
CCDC102B	67.9245
PAPD7	732.5472
CYCS	1591.0377
PPP2R4	3077.8302
COL22A1	3.7736
CKAP4	1533.4906
GPR109A	239.1509
FLJ40330	52.3585
TMEM98	1612.2642
REEP3	737.7358
SCARB2	7228.7736
OR4F4	0.0000
BIRC3	290.0943
FAM129C	2.3585
SLC1A3	329.7170
WASH5P	182.5472
CD5	66.0377
HOTAIR	68.3962
LOC100133991	35.8491
NFATC4	855.6604
LPPR5	0.0000
PSIP1	1604.7170
PLD5	23.1132
SCN3A	249.0566
MSLN	9.4340
EDNRA	385.3774
RANBP3	1098.1132
DNAJC16	783.9623
MYH8	0.0000
B4GALNT3	216.9811
WDR44	555.6604
TMEM190	0.4717
OR7G3	0.0000
WDR46	775.0000
F13B	0.0000
ITGB5	3363.2075
ZNF323	232.5472
CACNA1A	32.0755
SFRP4	3313.2075
GNAT3	0.0000
ME1	264.6226
ICAM5	25.4717
NSMCE2	262.2642
RPL21	8.0189
C6orf225	230.1887
TIGD5	81.1321
TMEM219	1585.8491
MRPS10	804.7170
POM121L4P	0.0000
MESTIT1	21.2264
ACSM5	188.6792
C19orf30	0.0000
GIMAP4	758.9623
MAGEA4	2.8302
PSG5	0.9434
TTC24	0.9434
LOC220930	72.0849
ZNF167	83.9623
SLC25A21	8.0425
LOC732275	0.0000
TSPYL4	1457.0755
STK11IP	358.4906
SMOX	161.3208
TUBBP5	30.1887
FUT9	76.8868
PAFAH1B3	290.9623
POSTN	4407.0755
FKBP10	1178.7736
RAB11A	3474.5283
TCTN3	1259.9057
POGK	1560.3774
IAH1	439.6226
PAPPA2	30.1887
FCN2	5.6604
POMGNT1	1472.2170
TSNAXIP1	37.7358
FAM9A	0.0000
LOC595101	91.9811
APOBEC3A	7.5472
LOC440896	0.4717
CDK5	122.1698
FCGBP	2530.1887
IARS2	2521.6981
NKRF	262.7358
FOSL1	243.8679
SFTPA1	0.0000
GPR63	11.3208
RPS15AP10	1.8868
KLRC3	3.3019
GRK7	1.8868
CTSZ	3834.4340
TNFRSF10B	945.2830
NCRNA00087	122.1698
CCDC85C	711.8160
ARHGAP23	1188.2075
DMBX1	0.4717
FGG	25.4717
KIAA0664	1580.6604
FAM53C	2092.9245
BEST4	10.8491
SKP2	189.1509
USP11	1819.8113
PRKCH	1034.9057
CWF19L1	547.1698
SDS	30.6604
DUSP2	399.0566
C10orf10	1994.8113
BCL6B	450.0000
GRIA3	58.0189
ZC3H7A	1234.4340
ABCC5	899.0566
CLEC7A	320.7547
DIDO1	2353.7736
LRRC41	1793.8679
ZMYND19	219.8113
KIAA1598	1183.4906
DOCK8	1231.1321
COX16	605.1887
FAM13C	212.7311
ALOXE3	8.0189
ERCC8	160.3774
LCE6A	0.0000
TRPV2	126.8868
FAM200A	116.0377
SYF2	1006.1321
LOC646214	141.0377
ZNF579	75.9434
FAM72D	45.7547
RNF44	962.2642
DHX16	857.5472
F10	173.5849
LHPP	358.4906
IFFO2	6559.4340
COL21A1	32.0755
CLEC4E	8.4906
NBPF15	347.4717
MCART6	11.3208
RC3H2	620.7547
NME7	226.4906
CRYL1	432.0755
METTL3	682.8396
GUCA1B	32.0755
ACO2	2128.7406
DZIP1L	153.7736
SLC4A11	181.1321
MARCH1	51.8868
CCNE2	107.0755
COL9A2	522.1698
ZNF428	311.9953
CNIH2	32.5472
KIF7	218.0189
TMEM151A	0.0000
DYRK1B	318.3962
TTC39A	1453.3019
GVIN1	125.0000
SLC6A7	1.8868
NCRNA00081	213.2783
LOC25845	274.7594
TMEM14A	378.3019
CNPY3	885.3774
ESM1	18.8679
CSF2	0.4717
C16orf45	513.6792
CBWD5	5.6038
SV2A	189.6226
COL27A1	670.7547
EIF3I	2957.5472
OR2L3	1.8868
ZBTB10	732.0755
ASTE1	273.6274
TATDN1	399.5283
CSN3	6.6038
TRA2B	3092.4528
IER5L	70.7547
UBE2J1	2205.1887
STAT4	68.3962
ZFP41	237.9717
BEST1	40.0943
RNPC3	329.4575
HDAC10	222.9717
ABHD2	4141.9811
KIAA1522	4792.9245
FDXACB1	81.2406
GALNTL5	0.0000
PLK1S1	414.6226
NDUFS4	505.6604
SPINK6	0.4717
SMOC1	327.3585
C1orf116	1242.4528
ANAPC10	134.9057
PDXP	191.5094
SFT2D1	419.8113
OR6N2	0.0000
C6orf57	86.7925
SCARNA12	2.8302
KIAA1486	1.8868
B4GALT3	877.8302
G3BP1	2035.3774
RHOD	178.3019
OR5A1	0.0000
RBBP4	4371.8585
FAM66E	0.9434
C5orf32	752.3585
UGT3A1	0.0000
ZNF273	135.3774
METTL14	508.9623
LMF2	1067.4528
RNASE1	2633.4906
LOC100134713	12.2642
RBP7	437.2642
PIBF1	481.1321
ANKRD7	1.4151
ZNHIT1	652.3585
MTM1	503.3019
PQLC3	650.0000
CCDC140	0.4717
CALR3	0.0000
PIK3CA	799.0566
HRH4	0.4717
INO80D	767.5377
ZFP92	1.4151
LAG3	36.7925
FBXO6	149.5283
TBC1D7	115.0943
C1orf151	697.9953
ZNF529	380.6604
PYGO2	1090.5660
OR8B8	0.0000
PTPRE	928.3019
KCNV1	5.1887
OGDH	2228.7736
SPSB2	133.0189
ARHGAP8	269.8019
PION	513.6792
ORAI3	388.6792
KIAA1614	122.8821
MRGPRX4	0.0000
USP20	726.8868
C5orf23	356.6038
FAM69A	414.6226
FTL	21477.3585
RLF	1177.8302
APOA2	0.0000
LRCH3	457.0755
SLC7A11	82.0755
KIR3DP1	0.0000
CA14	12.2642
C3orf15	174.5283
TAF10	456.6038
C11orf70	33.0189
ST8SIA4	164.6226
KRTAP13-4	0.0000
LOC285696	2.3585
HAPLN2	0.0000
RNASE11	0.0000
P2RY10	21.6981
TNFSF12-TNFSF13	113.6745
PARVG	162.2642
MAGOH	341.5094
RGS8	0.0000
NCAPG	135.2736
C14orf34	0.0000
MPDU1	688.2075
CDHR2	0.4717
CCL2	1844.8113
BASP1	281.6038
MIA	550.1698
SNORD17	0.4717
CSGALNACT2	690.5660
CACNA1I	35.3774
C14orf149	86.7925
CPSF2	1086.3208
SHB	406.6038
RPAP1	554.2453
TXNDC8	0.0000
TRIM22	1618.3962
NUDT17	53.3019
C2orf54	22.6415
OR7D2	1.4151
CDK20	173.5849
WHSC2	496.2264
FGFR1OP	158.9623
TBPL2	0.0000
AMZ2	959.4340
C7orf52	0.0000
COL9A1	1.4151
BSPH1	0.0000
GABPB1	356.6745
PIP4K2A	541.9811
LYG2	0.0000
NUPL1	1054.7170
HNRNPA2B1	10590.0943
OR6Q1	0.0000
RINL	144.8113
CLDN25	0.0000
RFTN2	83.9623
B3GNT1	436.3208
SEC23IP	1208.9623
SLC4A2	1246.8726
PANK4	271.2264
NTS	2.3585
RFWD3	871.6981
GRIA1	36.3208
ALS2CR12	0.0000
WASF2	6203.7736
KRT86	23.5849
TRIM78P	7.9245
LOC100272217	12.7358
DUSP8	587.7358
GPRIN1	27.8302
FAM69C	12.2642
NAA30	557.0755
TRIM42	0.0000
STARD8	286.7925
ANKRD55	0.9434
TDRD6	40.5660
IGFL3	0.0000
VTRNA1-3	0.0000
KIR3DX1	0.0000
MMADHC	1778.3019
ULK1	1037.2642
C18orf34	31.6038
NDN	401.4151
ITGAD	0.9434
SST	0.0000
SLC35F5	760.8491
AS3MT	200.9434
FOXO4	905.6604
AKR1D1	2.3585
AQP12B	0.0000
SNORA65	0.0000
CD163	626.4151
LILRA4	8.4906
SIRT7	215.0943
CXCR2P1	18.8679
ZNF335	584.9057
FAM95B1	29.2453
SNORA31	0.0000
TMOD1	575.6132
DSCR3	921.6981
RPL13AP6	3.7736
CD44	8268.3962
MARK1	275.0000
C4orf10	320.8915
ZNFX1	2026.8868
SLC30A5	1247.6415
CSRNP1	4598.5849
UBE2K	1877.8302
PUS7L	203.7736
CRYBA2	0.0000
CASP8AP2	725.0000
MYH14	2228.3019
CLCN6	547.6415
SPR	418.8679
ADRB3	2.3585
SIX1	29.7170
B3GALT4	209.4340
GPR115	0.9434
MAD1L1	286.3208
TOP3B	307.5472
UCKL1	437.2642
CXorf40B	472.1698
CMAS	750.4717
TNRC6C	713.2311
HIGD2B	0.0000
PLAU	697.7972
OTOA	6.6038
SH2D7	1.8868
COX17	344.3396
COL2A1	398.1132
NDUFS5	1787.7358
STX4	566.0377
TGFB2	1213.6792
VILL	171.2264
HOOK3	1419.3396
GLUD2	506.1321
RPS20	14266.5094
C8orf71	0.0000
GRINL1A	806.4434
GATA1	0.9434
C9orf84	1.4151
DAZ1	0.0000
BCAS2	766.8208
CEP68	1591.9811
SPATA13	768.8821
CENPW	134.9057
MRPS12	239.1509
ARHGAP11B	6.6038
SYNE1	2721.2264
TBC1D3B	92.9245
ENTHD1	0.9434
TIPARP	2672.6415
TMEM54	544.3396
VEGFB	1093.8679
SNORD78	0.0000
SIRPB1	132.5472
MRPS35	940.0943
EMD	970.2830
ARHGAP36	67.4528
C7orf45	0.0000
NHS	230.1887
COL14A1	5662.7358
C10orf108	25.9434
ZNF334	212.2642
PSMD8	2081.1321
KBTBD11	238.2075
CYP11B2	0.0000
AQP11	20.7547
CYGB	432.0755
SNORA19	0.0000
KRT6A	63.2075
EIF4H	4861.3208
NAPSA	4.2453
ZNF236	349.5283
SMR3B	55.6604
NUDT9P1	2.8302
TMTC3	819.3396
EDC3	782.0755
SMPDL3A	357.0755
SH2D4A	286.7925
NME3	275.4717
DMD	2326.8868
IL1F8	0.0000
ACADS	460.8491
EMID2	1.4151
PRKAA1	2287.2642
MYOCD	19.8113
FOXJ2	1286.3208
LAMA5	2737.2642
POM121L1P	3.3019
FRG2	0.0000
TSPAN19	0.0000
BEND7	458.0189
VPS37A	656.5755
CELF5	39.1509
PECAM1	2022.6415
FAM138B	0.0000
BRD2	6226.4151
SPRYD4	360.8491
PLCG1	1738.6745
LGSN	0.0000
GOLGA6L6	0.4717
RBM46	3.7736
C2orf16	47.1698
LTB4R2	68.2075
DCAF4	244.3396
LINGO2	8.0189
CCL21	4526.4151
FAM175B	509.9057
DHRS7B	561.7925
ZMYND11	3175.9434
CYTIP	116.0377
ATP1A3	2.8302
NR4A3	1939.1509
AKAP11	2065.0943
ASCC2	1149.5283
TTLL12	893.8679
LTC4S	18.8302
NIPA1	324.0566
KIAA1109	3506.1321
SNCG	1266.9811
CCDC56	614.8255
TRPT1	248.5849
RASL12	795.7547
C6orf81	2.3585
LUC7L	667.9245
CLTA	1525.0000
LCAT	116.9811
PRKACB	835.8491
GTF3C6	566.9811
MYPOP	82.0755
PCSK4	17.4528
HSPA4	2040.5660
TDO2	1.8868
KCTD5	589.1509
SUB1	4117.9245
TXLNA	2302.8302
TBCD	1445.1085
C17orf54	0.0000
FGFR1OP2	726.8868
PATL2	6.1321
SLC25A4	841.0377
FAM157B	3.7736
SOX1	0.0000
NLGN2	707.5472
NAP1L4	2254.7170
ADRA1B	18.8679
MRPL18	562.2642
C2orf86	140.5660
C21orf94	0.0000
PADI4	1.8868
PSAPL1	0.9434
STK32A	6.1321
YWHAZ	17744.3396
ARHGAP15	42.4528
TMUB2	900.9434
SPTY2D1	1278.9434
LOC284379	1.8868
LOC340508	0.0000
TKTL2	0.4717
PADI6	0.0000
ZNF329	464.6226
C1orf201	254.7170
SP8	0.0000
ST6GALNAC4	271.2264
NPLOC4	2205.6604
PIK3IP1	935.8491
C16orf80	616.9811
CSTA	147.1698
POLR3C	560.3774
KIAA1715	697.1698
HLA-DOA	611.3208
SNORD59B	0.0000
C9orf3	597.4670
OSBPL11	594.8113
LAMP2	6016.5094
ATP6V1A	2230.1887
C15orf48	90.5660
MAGEA3	0.0000
CCDC158	112.7358
GRM2	8.4906
RPL13A	17241.0377
LCA5	494.3396
TDRG1	0.0000
LOC642852	351.8868
GPR176	83.4906
SRA1	497.6415
C1orf86	157.5943
C3orf63	2048.7642
SMPD1	666.0377
VPS26A	1423.1132
C1orf126	101.8679
F2RL1	289.1509
NPB	0.0000
OR10AD1	0.4717
ZNF585B	139.1509
SLC18A2	12.2642
DIO2	266.5094
HSPA8	19146.2264
GBE1	690.0943
OR5M3	0.0000
CD2	147.6415
PRSS53	50.4858
OR8I2	0.0000
TICAM1	521.2264
CPXM2	1439.6226
ODZ4	101.8868
NXF1	2008.4906
CIZ1	1878.3019
CIDEA	176.8868
KIAA1751	3.7736
DYNLL2	1605.6604
TLE3	1411.3208
CCNJ	241.9811
BLOC1S2	587.2642
LOC100009676	85.0047
SNORA40	0.0000
DNAH9	13.6792
NDUFAF3	577.8302
GRM5	1.8868
WNT11	106.1321
TRA2A	1284.9057
ZUFSP	197.6415
TPM2	7202.8302
ISM2	0.0000
MED20	456.6038
FAM83A	10.8491
DNA2	75.4717
ELAC1	157.7594
SYT8	210.3774
CST1	11.3208
GRK1	0.0000
ZNF295	1400.4717
ZBTB40	1040.0943
RHBDD2	1362.2642
HDAC7	1849.5283
CCDC93	1081.1321
PSMB8	1236.3208
CFH	1668.3962
PI4KB	2167.4528
RGMA	595.2830
SNAR-B2	0.0000
TUBA8	57.2311
SNORD76	0.0000
SPRY3	104.7170
TTBK2	255.6604
FLJ43860	0.0000
RAB28	313.6792
ST18	7.0755
C1orf89	52.8302
COMT	1840.0943
DKFZp686A1627	0.0000
LOC91316	448.3679
TTC39C	441.5094
SLC35C2	912.2642
PHF11	585.8491
NCRNA00114	0.0000
FAM59A	184.4340
RBP1	594.3396
AK7	59.4340
YTHDF2	2292.4528
ZNF701	158.0189
SIX5	487.2642
CPSF4	328.3019
MPO	16.0377
CHODL	51.4151
RPSAP52	1.4151
MAGEE1	176.8868
CCDC101	332.0755
ANP32E	1226.4151
NCRNA00111	0.0000
SH2B3	1011.3208
RPL23P8	152.3585
SLC25A41	1.4151
REEP6	605.6604
FAM18B	664.1509
C15orf39	779.7170
