GeneSymbol	example_TCGA-LL-A5YM-01A-11R-A28M-07
BUB1	380.5885
SLC5A8	0.0000
USP34	747.9302
ZNF646	382.1169
NFKBIZ	21.3985
S100Z	0.5095
CYTH4	247.6118
DEFB106A	0.0000
ESRRA	776.4616
TMSB15B	15.2847
BCCIP	805.2936
OPCML	14.7752
EXOC8	345.9432
CXCL17	5.0949
GLRX	2122.5322
GFAP	3.5664
TP53I11	1450.5159
UBQLN4	4639.9185
SLC35F2	378.5505
BVES	5.6044
MRPS34	4567.5710
SERGEF	67.2526
LIN54	156.4132
MGC87042	5.0949
FAM13B	274.1052
SYT15	8.1518
AXIN1	795.3127
IRX6	60.6292
INO80C	324.0352
PEBP4	0.0000
SMR3A	0.0000
PLEKHA8	50.9489
DERL2	838.1098
TPCN2	212.5742
EYA4	0.5095
AMIGO2	76.4234
RP9P	317.4118
KIAA1462	469.7491
FAM179B	124.8249
DUSP10	256.2731
CATSPER2	34.6453
MRFAP1L1	1407.2093
GPR62	1.0190
KAT5	627.6245
HESRG	0.0000
PFDN4	351.0381
DECR2	2122.0227
PEX7	186.4731
ALG11	3.5664
NPTXR	621.0674
SLC25A44	1238.5683
TANK	157.4322
IMP4	2185.1993
CDK5R1	33.1168
PPARG	176.7928
MAGI1	147.7519
SLC25A31	0.0000
PPP1R1C	1.5285
RPL28	50100.6241
PSME3	3498.6626
BTF3L1	0.5095
RASSF9	4.5854
JAM3	276.6527
SNORD21	0.0000
MRPL9	1754.2377
INS	0.0000
SHOX2	49.4205
TAAR8	0.0000
LIMCH1	101.3884
SIGMAR1	2341.6125
ZNF626	14.7752
LPPR1	3.5664
SNHG3-RCC1	0.0000
FAM129B	3394.2173
GPR137	1054.3574
TMEM8B	827.4105
SLC25A33	178.8307
SIK2	473.8250
KIAA1279	464.6542
CLDN16	0.0000
PITPNM2	164.0555
PCMTD1	818.2397
CELSR1	406.0629
MYPN	0.0000
GRK5	110.5592
MMP16	18.8511
YWHAE	8731.1171
ARHGEF11	800.9171
PPFIA4	57.0628
ZNF420	36.6832
RDBP	4484.0148
TRIM4	927.2704
UCK1	633.2951
SLC47A1	202.7767
LYPD2	0.0000
ARMC4	15.2847
EXOSC6	609.3491
TPI1	9664.5013
TCEB3	827.6500
NCRNA00207	0.0000
BEX2	4.5854
SLFN5	63.6862
RECK	33.1168
ADAR	10674.8185
TRPC1	15.7942
RRP8	575.2133
LIFR	47.3825
DPM2	2273.3410
LIN28A	0.0000
RAPGEF1	526.8119
GLIPR1L2	33.6263
COG3	254.7446
HAMP	77.9519
ARHGEF33	1.5285
CENPB	5873.3919
CHSY1	338.3009
MLL	325.0541
COL6A4P2	0.0000
FLT3LG	130.4292
LOC643719	13.2467
LOC150786	5.6044
TPM1	2283.9995
RSPO2	2.5474
KLHL17	111.5781
CCDC109B	377.0220
PYHIN1	6.6234
GLCCI1	141.1285
DDTL	1556.6628
TRNAU1AP	352.5666
CD24	2122.0227
TCTEX1D2	355.6184
LLGL2	4722.9652
ATP5H	9630.3656
ULBP3	1.5285
BRD1	528.8498
BAIAP2L2	18.3416
MAGEL2	7.6423
SPDYE1	0.5095
TMEM161A	2372.6914
PAX8	33.6263
MRPS33	1955.4197
BAG1	9406.7202
HAUS5	597.6309
SLC35D2	572.6659
ZCCHC13	0.0000
DHCR7	1546.2998
PDGFA	383.6454
LRRN4	0.0000
NET1	1347.0895
LARP6	81.5183
LMNA	31922.5576
GLT25D2	7.6423
SELL	34.1358
ALAS2	0.0000
RAP1B	1612.5334
C15orf24	2614.6988
ANKRD28	611.3871
DGAT1	1503.9205
PMPCA	1495.3509
TNFSF4	23.9460
ITIH5L	67.7621
PGPEP1	637.8805
GEFT	437.6513
CHST8	299.0702
HEATR3	140.6190
P2RX3	0.0000
SPACA4	2.5474
HEY2	66.2336
DENND4A	168.8549
NCRNA00028	0.0000
T	0.0000
TMEM40	0.5095
LDOC1L	683.2251
CRYGS	33.6263
CARS	746.9112
KRT1	4.0759
RBPMS2	378.5505
ANKZF1	703.6046
OR6T1	0.0000
SETD2	776.9711
ZFR	745.3828
ALX1	0.0000
JUB	126.3533
IGF2	3043.1792
TAF6	1686.5775
THSD4	1787.2882
LOC158696	2.0380
OR14A16	0.0000
WDR73	593.8250
IFI16	572.1564
CXorf66	0.0000
PGC	9.1708
SLC37A3	300.0892
CCT4	8196.6628
KCNA5	2.0380
DCPS	281.2381
OGDHL	6.1139
CDH3	501.8469
PVALB	9017.4500
SGCB	363.7753
HIPK3	11.2088
CGNL1	25.9840
NPW	20.3796
KIAA1244	90.1796
ZCCHC7	480.4484
HPS4	544.1345
KCNK9	0.5095
N4BP2L2	862.5653
CCDC47	2154.1205
VPS13B	236.9125
TSNAX-DISC1	0.0000
TMEM144	187.4920
FGF14	75.4044
APEX1	4221.1183
PCDHGA3	2.0023
ACTRT1	0.0000
C2orf81	450.2611
MYOD1	0.0000
SLC25A12	379.5695
TNFRSF10C	11.7183
DKFZP434H168	0.0000
TXLNB	12.2277
ZNF580	1108.1391
DPM1	460.5783
NUP35	170.1694
PAQR5	65.2146
MMP14	4491.1476
MMP9	8636.8615
XPO5	1080.6267
NACA2	226.2132
C22orf15	0.0000
TMEM115	3212.8391
PPIP5K1	530.8878
POLR3GL	566.0425
NUP54	282.2570
LOC388789	1601.3247
NXPH4	28.0219
FAM114A1	137.5621
MYD88	864.0937
RTTN	96.8030
AURKAPS1	10.6993
SYT5	28.0219
DST	1103.0442
ALX3	1.5285
C13orf16	5.0949
ZFAND1	190.0395
BCL2	913.0047
SLC7A8	1276.2705
PPM1B	488.6002
PCDHB15	4.5854
PRINS	0.5095
LOC728723	8.6613
LMO1	12.7372
GRHPR	4432.5564
OR2J2	0.0000
FMR1NB	0.0000
RCN2	842.1857
FBXL20	99.3504
WFDC10A	0.5095
SNTG1	0.0000
GREB1	1006.2412
KIAA0182	1452.0443
CST9	3574.0670
LYPD6B	49.4205
NXT1	855.9419
GPR152	0.5095
CLEC3B	958.8587
UNKL	233.8607
NOL4	0.0000
COPS7A	1443.8925
ADHFE1	40.2496
PSG3	0.5095
CBY1	663.9001
MRPL32	844.2237
ARHGAP27	338.3009
C9orf44	1.5285
EPRS	3163.9282
VSX1	0.0000
FBL	6138.8358
MED12	221.1183
GGNBP2	1498.9173
C5orf41	29.0409
TRAPPC3	1394.4720
SLC17A8	0.0000
L1TD1	3.5664
KRTAP22-1	0.0000
SNORD115-32	0.0000
MYADML2	6.6234
KLHL13	152.3373
FAM54B	544.1345
C2orf83	0.0000
GPR126	16.3037
TFF2	0.5095
IVNS1ABP	823.3346
OR13G1	0.0000
GALR2	5.6044
MSI1	66.2336
WEE2	2.5474
NOS3	246.4298
JARID2	439.6892
OLFML2B	732.6455
LRRC2	8.6613
PTCD3	639.9185
WDR47	66.7431
TNFRSF4	171.1884
PCSK5	28.5314
KRT26	0.0000
C9orf103	144.1855
C21orf122	42.7971
CAPNS2	0.5095
C10orf137	124.8249
STX16	839.1288
ZCCHC12	0.5095
NCF2	141.1285
SCT	23.4365
SPIN1	428.9899
MNT	309.7695
WBSCR16	1829.0664
VRK3	1035.2821
NRXN1	3.5664
COQ10B	465.6732
SIGLEC10	73.3665
C16orf92	2.7411
C1QL4	5.6044
ESCO1	180.3592
SNORA11E	0.0000
DDRGK1	5214.1129
MOGAT2	0.0000
FAM128A	5750.6050
BAG4	24.4555
FAM26F	57.5723
PGRMC1	904.3434
FAM195A	2306.9673
HLA-DMA	1239.0778
CLCN2	161.5081
ALOX12P2	82.0278
ISYNA1	660.2981
IGF2BP3	3.5664
SEPT9	9683.8619
PLA2G2D	5.6044
DOC2A	132.8289
DPYSL5	0.0000
BCL2L10	0.0000
ABHD3	142.1475
IL28A	0.0000
UBTD2	330.1490
OLIG2	0.0000
PRCP	4839.1288
HMGB2	2845.4974
ATOH7	6.1139
KIAA1161	160.9986
OAZ1	27988.7912
KIF1C	2292.7016
SNX7	343.9052
RPH3AL	688.3200
VASH2	15.2847
SLC7A14	0.0000
CXorf40A	487.0717
KRTAP3-1	0.0000
DPPA2	0.0000
ANKRD24	234.8745
GNAO1	8.6613
CDC20B	0.5095
APOA4	0.0000
C2orf67	118.6499
SPATS2	658.2601
UBE2QL1	394.8542
UBE2I	2196.9176
OR51G1	0.0000
OTUD3	58.5913
VMA21	959.3682
PAGE2	0.0000
NKX2-2	0.0000
C14orf19	5.6044
LRRIQ4	0.5095
GLTPD1	902.3054
ZC3HAV1	878.3594
OR10H2	0.0000
ARPM1	37.7022
STK32C	94.2555
TIE1	698.5097
LOC222699	43.3066
C1orf212	1151.4457
FAT2	3.0569
CCDC78	170.1694
EFR3A	705.6426
NFU1	896.1916
SPDYE7P	3.5664
USP40	631.7667
OR5H6	0.0000
ZBTB33	199.2103
TTC23L	3.0569
RPL23A	13623.7422
CSAG3	2.5474
SYS1-DBNDD2	19.6102
OR9A2	0.0000
OR10AG1	0.0000
STARD10	14145.4592
EIF2B1	1628.8371
C10orf35	275.6337
LOC731779	0.0000
METTL11A	1008.2639
FOXR2	0.0000
PPAPDC1A	192.0774
DPCR1	0.5095
RSRC2	1076.0413
TLK1	102.4073
GFOD1	37.7022
HEXDC	1522.8633
BIN3	434.5943
PPT1	3577.6334
COX7B	2329.3848
IPCEF1	9.6803
AGBL2	7.1328
SDC1	3465.0363
EVPL	2000.7642
TMEM128	324.0352
SLC24A4	0.5095
IRF5	686.2820
FSTL1	3313.7180
TESK2	50.9489
NFXL1	86.1037
OR5K1	0.0000
EDN3	0.0000
PCDHGB3	0.0000
LRRC37B2	81.0088
ACCN3	74.8949
NPR1	435.6133
TBC1D28	0.0000
COMMD8	274.6147
TNFRSF12A	1045.9814
ATP5J	2544.8121
DDA1	1277.2895
PLVAP	4096.2935
C6orf150	19.8701
PUSL1	635.3280
GLYATL1	150.2993
TP53	1024.0734
C9orf43	23.4365
SUZ12	729.0791
MAGEB6	0.0000
OR4C46	0.0000
AMMECR1L	529.3593
PGBD1	132.4672
NECAP1	368.3607
TFAP2A	1784.2313
MRPL37	2039.4854
LOC283070	69.2905
NTN1	40.7591
MSGN1	0.0000
DHDPSL	122.2774
C11orf61	48.9110
CDCP2	0.0000
PPP2R2A	668.9594
C5orf56	74.3854
KLRD1	15.7942
MS4A6A	554.3243
CFHR4	0.0000
SAT1	2817.4755
NKX2-1	0.0000
LCE3E	0.0000
C2orf66	0.0000
CCDC85A	16.2935
LIMK1	606.8017
SPTB	17.8321
MTG1	1120.3668
NADK	1080.1172
BPIL2	0.0000
PRKD3	107.5022
KLK10	3.5664
OR2T27	0.0000
PPP2R5A	4756.5915
EDA	32.6073
SCGB2A1	82.5373
TPSAB1	851.3565
SCARNA14	0.0000
ASMT	0.0000
OR4A47	0.0000
DNAJC6	35.1548
FRMD4B	51.4584
ADAM21	1.5285
AHSA2	239.4599
GPR173	0.5095
ZMYM3	484.5243
KIAA1468	179.3402
ATP13A2	1676.2196
KRTAP12-2	0.0000
HECTD2	26.4934
CD164	3861.4189
CPA2	0.0000
BRAF	77.4424
GNRHR	0.0000
CEP57	300.5986
FAM150B	0.0000
LPCAT3	617.5010
IFITM2	5738.3773
C12orf57	5173.3537
CLASP1	417.7812
C10orf72	277.6716
PRDXDD1P	78.4613
PPM1J	514.0746
MDM1	90.1796
IDO2	0.0000
ORM2	0.0000
ACSS1	750.9871
JMJD6	1349.1275
DCLRE1C	496.2425
GALNT8	0.0000
LSMD1	2274.3600
TACR1	15.2847
KBTBD4	71.8889
SAMD12	138.0716
UPK1A	5.6044
WDR3	243.0264
C3orf38	274.1052
E2F8	33.1168
C1orf127	12.7372
NUDT18	528.8498
TCEAL4	13685.8999
GPR3	3.5664
C7orf10	60.6292
IFNGR2	1226.3406
TMX1	818.2397
SLC7A13	0.0000
SNORD105B	0.0000
OGFR	3712.0469
GABRB2	0.5095
C2orf60	122.7869
UGT8	0.0000
DNAJA2	1509.6166
TMEM204	274.1052
AP3S1	319.4498
ACHE	10.1898
CYP2B6	0.0000
UNC5D	0.0000
MGC16025	1.5285
FBXO22	509.1173
CCDC19	34.6453
KNDC1	0.5095
SPZ1	0.0000
PIPSL	390.7782
NARF	1548.8473
ITGAE	316.9023
MYEOV	13.2467
PARP3	555.3433
GPR183	65.2146
PCDHB18	2.0380
MMAA	96.8030
KCTD20	303.6556
GLTSCR2	12955.2923
LRRN2	6876.5762
CDC42EP4	2735.9572
CECR2	0.5095
C12orf34	144.1855
CD247	68.2716
KIAA1683	60.1197
GEMIN7	756.5915
GCOM1	142.6570
YIPF1	1690.9948
CARM1	1605.4006
NCRNA00092	6.1139
GLB1	1328.2384
THNSL1	284.8045
ADAMTS15	9.6803
G6PC	0.0000
NEDD4L	1059.2281
HAO2	0.0000
DCAKD	700.5477
ADAM20	2.5474
LOC388955	1239.0778
PF4V1	0.0000
RPGRIP1	5.6044
PLTP	1375.1115
ARID5B	88.6511
NAT10	1282.8939
IGSF11	1.0190
ECE2	675.5827
HEMGN	0.0000
GPR172A	2419.3606
HSPC159	270.0293
PYDC2	0.0000
TUBA1B	34560.4229
TRIM13	434.4058
PRR12	714.8134
LBX2	2.0380
LRRC70	35.1548
FMN1	5.6044
FAM122C	13.2467
LOC152024	0.0000
RCN3	1952.8722
ZNF230	86.6132
OR6Y1	0.0000
ZER1	1232.9640
ENPP2	265.4439
MYO9A	29.0409
SNORD115-30	0.0000
LOC100130872	54.5153
MMP28	328.6206
DARS2	622.5958
C4orf3	2124.5701
FCGR1C	25.4745
MBD6	1076.5508
YIPF2	1611.5145
FAM164C	104.4453
CENPP	321.9717
SLC31A1	481.9768
OR10X1	0.0000
NCF1	45.3445
CCDC39	0.0000
C20orf70	2.0380
DGKD	288.3709
APOBEC3H	5.6044
VGLL2	0.0000
TAPBP	11582.2188
SNAR-C4	0.0000
REG1A	8.1518
ENPP6	5.0949
RPL23AP53	32.6073
ADH1A	3.5664
RNY5	0.0000
KLHL3	113.1066
CDC34	2779.7733
PLG	0.0000
MT3	0.5095
CNKSR1	505.9228
KHDRBS3	47.3825
LRRC14B	0.0000
BRMS1L	104.9548
HBII-52-46	0.0000
CRYBB2	1.5285
PLK1	981.2763
C6orf94	0.0000
SLC39A10	258.8205
APOBEC2	0.0000
E2F1	1084.1931
MARCKS	1647.6882
DUPD1	0.0000
MARCH6	1021.0164
ZNF80	0.0000
IFI27L1	344.9242
GINS4	139.0906
EIF2C1	386.7023
NCKAP1	1498.4078
LOC284551	0.0000
NDUFA3	3854.2861
HOOK1	296.0132
C7orf65	0.0000
KRTAP5-4	0.0000
PDZD7	55.5343
ZNF259	732.6455
AGTPBP1	33.6263
ALG6	227.2322
C8orf46	0.0000
TMEM188	128.9008
FAM38B	9.1708
NPAT	81.0088
DCBLD2	692.3959
HECW1	1.5285
AXL	666.4119
RNASEH2C	3067.7009
ITGB1BP1	1350.1465
GPRASP1	29.0409
OR2H1	0.0000
TARBP2	977.2004
TIA1	497.7710
CTU2	998.8791
SPDYE4	0.0000
CCBP2	13.7562
NCOR2	5330.7859
ZNF709	46.8730
LOC441666	4.5854
SPAG8	11.7183
FMO3	37.7022
SGK1	233.8556
GOPC	274.6147
UBA5	855.4324
OR6C2	0.0000
TPRG1L	1437.2691
TAF11	741.8163
AHI1	157.4322
HACL1	540.5681
LILRB4	226.7227
SCAP	3731.6367
TUBGCP5	397.9111
PPP2CA	4032.0978
ECHS1	4374.9841
FAM160A2	591.0075
ETV7	177.3023
ELF4	256.2731
CDK14	192.5869
NCR2	0.0000
CDC14B	36.6832
C6orf204	4.5854
RWDD2A	74.8949
TPI1P2	18.3416
RTF1	1298.1786
CABP2	0.0000
LMAN1L	0.0000
FAM35A	259.8395
GTF2I	199.2103
C1orf88	39.2307
WDR55	549.2702
LOC389333	8.6613
PRMT6	194.6249
SNORD97	0.0000
NALCN	14.2657
SMNDC1	250.6687
TMEM41A	484.5243
IRF2BP1	1963.5715
TIAM2	9.5529
PPP2R1B	581.8367
C10orf107	0.0000
RPL3L	0.0000
RPL37	28671.5068
EVI5	156.9227
SYNJ2BP	609.3491
LOC728024	9.6803
MAP3K7	180.8687
MED22	648.5798
SHC1	4207.8716
LOC284578	0.0000
SNORD43	0.0000
NCOA2	7.1328
DNAJC17	963.9536
DLG3	618.0104
REXO4	786.1419
RASA4P	964.1116
DLL3	0.0000
TRIM17	20.8891
IL1A	2.5474
RBMY3AP	0.0000
RABGGTB	517.1316
PTPRO	24.4555
CST11	0.0000
CPNE1	2045.0388
C9orf106	5.6044
ATP8B1	1458.1531
HMBOX1	45.8540
ERC2	10.1898
SCUBE2	56.0438
RGPD8	0.0000
SNAPC5	86.5113
RSRC1	61.1387
MBTD1	150.8088
HIST2H2BE	5689.9758
TCTA	978.2193
LRRC37A4	16.8131
ELF3	1216.1508
SLC30A3	0.0000
OR4A16	0.0000
ME3	298.5607
ATP5J2	5486.1801
ADCYAP1	3.5664
TMEM149	442.8888
LIF	90.1796
KIAA1737	362.7563
GLYAT	12.2277
PSG7	0.0000
CUL4A	780.5375
CLDN19	1.5285
LOC147804	193.6059
C22orf27	140.6190
TDP1	424.4045
EMX2OS	19.3606
PLA2G16	2298.8154
WBSCR26	18.8511
CDH4	2.0380
C6orf72	176.2833
EPC1	66.2336
ZNF284	7.1328
EN2	0.5095
C9orf95	430.5184
SFXN3	1195.7712
SPDYE2	0.0000
TFAMP1	0.0000
NCL	9972.2328
YPEL2	221.1183
HS6ST2	5.6044
CPA3	1122.9143
TMPRSS5	3.5664
HBD	1.5285
HOXB7	113.6161
RPS16	25650.7451
ARMC7	1174.3727
LPAR3	0.0000
BBS9	207.8716
NLRC3	36.6832
CLIC6	54.5153
SNORD115-20	0.0000
LRBA	986.3712
SRBD1	239.4599
ERBB4	1871.8635
KRT14	7.6423
VDAC1	5611.0050
FCHO2	198.7008
LOC285768	0.0000
RIMKLA	86.1037
OXER1	20.8891
CNTN6	0.0000
SLC26A6	514.1154
TMEM179	4.5854
LOC91450	8.6613
WHAMML1	45.3445
SEC62	3306.0757
ZNF674	22.9270
TSPAN5	1.0190
PRR23C	0.0000
IQSEC1	1351.6749
SILV	170.1694
BMS1P5	4.5854
SDHC	3740.6700
GAGE12J	0.0000
RPP38	860.5273
TBRG4	2793.0200
TTPA	0.5095
MAF	413.1958
KRTAP8-1	0.0000
CEMP1	428.8778
NRBP2	218.5709
NT5C3	686.2820
CSNK2A1P	49.4205
SYNE2	548.2104
SMN1	0.0000
CARD6	87.1227
ERCC1	3290.2560
LOC399959	54.0059
MOB2	967.5201
LGALS9	1044.4529
NUP62CL	33.6263
MID2	171.6979
PLLP	131.9577
LOC100286793	24.4555
NCRNA00235	1.0190
POTED	0.0000
GPR112	3.5664
TLE6	410.1388
GRLF1	1261.4954
RAX	0.0000
ZNF774	6.1139
DUSP21	0.0000
RNF11	826.3915
CCDC36	8.1518
ITGB1BP3	0.0000
ATG4A	190.0395
LOC100129716	8.6613
ZNF229	10.1898
CDC27	1164.6924
LOC347376	1.0190
AGXT2L1	0.0000
DGKE	232.8366
TTTY11	0.0000
SLC25A42	435.1038
KRTAP10-4	0.0000
TOMM40	2434.3396
PPIG	602.7258
LOC153910	0.0000
PHF14	855.9419
PLD2	438.1607
MAGED1	5882.0532
DNM1P35	37.7022
ELL	519.6790
CAPZA2	1291.0457
STRN4	2575.9776
LOC92659	466.1827
RPL22	6368.6155
LOC146481	0.0000
CHRNE	14.9127
SPRR2E	2.0380
CDX2	0.0000
COX7A2L	2662.0813
OR2B11	0.0000
C19orf77	1.0190
SLC29A2	6.1139
DUSP28	175.2133
LRRC4	18.8511
BZW1	12343.3957
CCDC51	786.6514
CFHR2	0.0000
POR	2485.7980
EIF2AK4	747.9302
CXorf26	615.9725
OR10G3	0.0000
LSM7	1706.7889
AHCYL2	339.3198
STRA6	149.7898
UBR7	1121.3858
ATP6V0E1	6275.3789
PROKR2	0.0000
SNORA15	0.0000
GSTCD	100.3694
MAP2	18.3416
CREBL2	786.1419
DUSP13	12.7372
PLAC9	470.2586
IDI2	162.5271
PIR	170.1694
SETX	477.3914
TMEM150A	485.5432
BRIP1	21.3985
DOCK4	108.0117
PLA2G1B	1.0190
FRAT2	404.5345
KIF1B	374.9841
C5orf52	0.0000
AIFM3	38.2117
EPS8	132.9767
MED17	203.2862
KCNA2	0.0000
POLR2F	2123.8110
S100A7L2	0.0000
METAP1	520.1885
ERO1LB	51.4584
SNORA16B	0.0000
TSSK6	42.2876
KLHL20	121.2584
AP2A2	1726.6590
ZNF667	1.5285
C9orf78	1245.1917
OAS2	1337.9187
C10orf67	0.0000
MYLIP	714.8134
SLC2A2	0.0000
ZNF319	248.1213
GPR139	0.0000
KCNQ1DN	0.0000
ASTN2	517.6411
SP9	0.0000
BNC2	52.4774
TMEM48	111.0687
CPA4	2.5474
ABR	1171.3158
ASMTL	363.2658
TFF3	165453.5728
CS	2582.0915
PPIA	12764.2339
YTHDC1	902.8149
FUT4	69.8000
VEGFA	759.1390
ADH1C	59.6102
GPAM	455.4834
NEXN	26.4934
OR5A2	0.0000
GRRP1	164.0555
CXorf56	44.8351
DMRTC2	0.0000
C1GALT1	94.2555
LOC100131496	2.0380
KIAA0494	974.1434
UBE2Q2P1	0.0000
ZNF766	563.4951
LPAR5	42.7971
TMEM156	1.5285
SNAP91	0.0000
TBC1D20	833.0149
ORMDL2	2172.4774
CHD3	2863.8390
ADRA2A	237.4220
POPDC2	54.0059
CABYR	39.7402
MAGEA9B	0.0000
OSR2	38.7212
TM4SF18	41.2686
BAT2L2	1508.5976
CD1E	6.1139
NBPF22P	5.0949
ZNF442	39.7402
COMMD2	288.3709
RASGRF1	2.0380
C7orf13	16.3037
PIM1	545.6630
DUS3L	733.6645
FLYWCH2	2065.9789
CACNB3	511.0177
L3MBTL4	10.6993
LPAL2	10.6993
MTMR6	487.0717
LOC643387	79.9898
CHST15	964.4631
LOC728743	422.8761
DGCR14	1438.7976
OR51B5	0.0000
RENBP	283.2760
MRI1	370.9082
LOXL4	28.0219
SSPO	138.0716
PPIL3	217.0424
ACSL4	151.8278
DES	46.8730
PRAMEF20	0.0000
FLJ14107	0.0000
SNX21	1174.3421
VPS13D	517.6411
SULT2B1	23.9460
HMMR	397.4016
ACBD7	110.5592
UHRF1	231.3081
MGC16121	10.1898
RAB9BP1	0.0000
SOLH	740.7974
C19orf34	0.5095
ACPL2	214.4950
DNAJB4	73.3665
SFRS11	691.3769
C20orf117	422.3666
NCRNA00085	98.8409
GBX1	0.0000
RIOK2	432.0469
ZNF615	71.3285
DEFB121	0.0000
MUTED	133.9957
?	0.0000
DGKQ	525.2834
TAS2R42	0.0000
GLTSCR1	306.2030
ZDHHC21	25.4745
LY75	119.7300
NOTCH2NL	1308.8778
KIAA1147	858.9989
ZNF648	0.0000
TMED10P1	34.1358
SLC29A3	441.7272
GK	66.2336
TASP1	79.9898
FILIP1L	94.7650
TAS2R30	0.0000
LPA	0.0000
ABCA2	710.2280
PASD1	0.0000
CLMN	674.0543
HCG22	2.5474
GMNN	318.4308
C2orf27B	0.0000
C7orf68	208.8906
GPLD1	0.0000
DSC3	1.0190
SCML4	14.2657
MCFD2	1059.5032
EPHA6	41.7781
LOC729176	10.6993
TMEM45B	230.2891
SEC14L1	1034.7726
CMBL	3441.5998
TET1	6.6234
ABCA5	139.0906
FBXO48	27.5124
ZFP64	323.0162
TCTN1	718.8893
TUBGCP3	153.3563
SLC9A5	49.9299
MAML2	9.1708
MLLT4	112.5971
C22orf13	1867.6551
SYT2	2.5474
SENP6	421.3476
C11orf51	659.4523
LCOR	5.0949
NPHP3	56.0438
OR5K3	0.0000
VPS11	765.2528
TAB2	224.6848
C16orf70	674.4669
FAM179A	1.0190
SIGIRR	1296.6501
SNORA71B	0.0000
GRM7	0.0000
LOC100240735	6.1139
DCTPP1	4018.3416
DNAJB3	0.0000
LRRC45	2347.2169
KNTC1	358.6804
KRTAP10-12	0.0000
SNORD15B	0.0000
WNT2	86.1037
LYSMD1	324.0352
PFN4	43.8161
C7orf58	16.3037
MORF4L2	8352.0571
XAGE1D	4.0759
RIMKLB	44.4071
ABCC12	0.0000
APOF	0.0000
TUBB4	350.5286
NR6A1	1.0190
TULP2	0.5095
MICA	846.2616
ZFP2	32.0978
WDR45L	1512.1641
VPS13A	135.0146
GOLGA6L5	1.5285
WEE1	167.6220
MRPL40	3907.7824
SGTB	76.1585
MAP4K3	483.5053
PAQR7	387.2118
FAM167A	14.7752
CYP27C1	1.0190
CYP19A1	51.9679
DPY19L2	12.2277
INSL4	0.0000
STRBP	361.2279
RGMB	326.3126
CCNA2	455.1981
D2HGDH	626.1623
ZZZ3	150.8088
RPL35A	21008.7887
TCHHL1	0.0000
KDM1A	1148.8982
TIMM16	1004.2440
C10orf119	557.3812
CCDC122	13.2467
SPPL2B	1595.7203
MAD2L1BP	1229.9070
COX6C	20202.7767
NUP98	830.9769
LOC100130987	19.3606
CSF1R	695.9623
SLTM	1156.0311
FBXO24	48.0296
KAT2B	226.7227
SLC16A1	253.2162
CDKN1A	3964.3358
SEC24B	370.9082
OR5AR1	0.0000
SERP1	6011.3310
DUS4L	168.6409
ST6GALNAC6	1012.8646
ERN1	6.1139
HVCN1	66.2336
EGR4	252.1972
ARFGAP1	3666.7940
PPIE	946.6310
APOBEC3C	38.2117
LOC92249	145.7139
HADH	2134.7599
C20orf43	2422.1118
C20orf108	1688.4473
DNAH7	4.5854
ABCG8	148.2614
C3orf57	1.0190
IL22RA2	0.0000
C6orf136	521.2075
SPANXN4	0.0000
TAOK1	35.6642
UNC119B	345.9432
RNPS1	3894.0262
CENPN	620.6445
ADAMTS7	203.2862
P2RX4	1577.3787
CDCA2	121.7679
DPF1	24.9650
FLJ16779	0.5095
ASL	2275.8884
TAS2R60	0.0000
PRHOXNB	0.0000
TMPRSS15	0.0000
APOM	65.7241
CISH	1815.8196
RHOQ	887.4946
ATXN2	513.0557
MPV17	1146.3508
LOC388796	1008.2792
OSGIN1	343.3957
LOC100133669	11.2088
FLJ44054	2.0380
C15orf53	0.0000
RRAS2	38.7212
KLK5	0.0000
WDR92	210.4191
SNX11	855.9419
PTPRG	373.4556
ISCA1	381.0979
AGAP4	70.3095
PRKCZ	609.0129
FAM86A	1577.2615
NUDT12	366.8323
OR7G2	0.0000
DOK2	186.9825
RBMY1A3P	0.0000
ZNF137	52.4774
SLC13A4	5.0949
TTLL13	5.2274
EGLN3	119.7300
SUV39H2	137.5621
SYVN1	2273.3410
DIAPH3	101.8978
RTN4RL1	314.3549
LOC341056	33.1168
SCLT1	81.5183
HIST1H2AK	0.0000
CHKB-CPT1B	126.8424
DMXL2	102.4073
SNORD1B	0.0000
SCRG1	1.5285
SP100	958.3493
MGC45800	6.1139
TLR2	81.0088
SAG	0.0000
NDUFB11	4538.0206
KCNH2	121.2584
HIST1H2BF	0.0000
RFX6	0.0000
GMCL1L	1.0190
MCM4	792.7653
GPX2	5.6044
BCL10	168.1314
DUSP11	319.4498
SNORA50	0.0000
RRP12	1224.8121
SOCS5	59.6102
LOC162632	3.0569
SLC39A6	4863.0748
C14orf135	165.0745
LAMA3	1977.8372
PCDHA13	0.0000
CRISP3	0.0000
RAB40AL	2.0380
FETUB	0.0000
PSMB4	8266.9724
TGM1	9.6803
GPR98	0.0000
SNORA72	0.5095
C6orf168	172.2074
ST7L	124.3154
IWS1	902.8149
HSN2	1.0190
KIAA0430	794.8032
LOC441294	6.1139
SEZ6L2	6740.0331
NTNG2	19.3606
SNORD82	0.0000
ABCC6P2	10.6993
DMXL1	183.9256
CCDC110	1.5285
SCAMP3	6131.1935
RPS12	16507.9608
HNRPLL	358.6804
RUNX3	85.0847
POLDIP3	2018.5964
MGST1	2238.6957
PDLIM3	82.0278
GPRASP2	129.4103
FAM167B	442.2367
PFKL	4903.8339
